left_gate,left_orientation,right_gate,right_orientation,gap,placement_axis,pair_key
PINV,R180,PNAND2,MX,0.0025,horizontal,PINV|R180|PNAND2|MX|0.0025|horizontal
PINV,R180,PNAND2,MX,0.07,horizontal,PINV|R180|PNAND2|MX|0.07|horizontal
PINV,R180,PNAND2,MX,0.14,horizontal,PINV|R180|PNAND2|MX|0.14|horizontal
PINV,R180,PNAND2,MY,0.0,horizontal,PINV|R180|PNAND2|MY|0.0|horizontal
PINV,R180,PNAND2,MY,0.0025,horizontal,PINV|R180|PNAND2|MY|0.0025|horizontal
PINV,R180,PNAND2,MY,0.07,horizontal,PINV|R180|PNAND2|MY|0.07|horizontal
PINV,R180,PNAND2,MY,0.14,horizontal,PINV|R180|PNAND2|MY|0.14|horizontal
PINV,R180,PNAND2,R0,0.0,horizontal,PINV|R180|PNAND2|R0|0.0|horizontal
PINV,R180,PNAND2,R0,0.0025,horizontal,PINV|R180|PNAND2|R0|0.0025|horizontal
PINV,R180,PNAND2,R0,0.07,horizontal,PINV|R180|PNAND2|R0|0.07|horizontal
PINV,R180,PNAND2,R0,0.14,horizontal,PINV|R180|PNAND2|R0|0.14|horizontal
PINV,R180,PNAND2,R180,0.0,horizontal,PINV|R180|PNAND2|R180|0.0|horizontal
PINV,R180,PNAND2,R180,0.0025,horizontal,PINV|R180|PNAND2|R180|0.0025|horizontal
PINV,R180,PNAND2,R180,0.07,horizontal,PINV|R180|PNAND2|R180|0.07|horizontal
PINV,R180,PNAND2,R180,0.14,horizontal,PINV|R180|PNAND2|R180|0.14|horizontal
PINV,R180,PNAND3,MX,0.0,horizontal,PINV|R180|PNAND3|MX|0.0|horizontal
PINV,R180,PNAND3,MX,0.0025,horizontal,PINV|R180|PNAND3|MX|0.0025|horizontal
PINV,R180,PNAND3,MX,0.07,horizontal,PINV|R180|PNAND3|MX|0.07|horizontal
PINV,R180,PNAND3,MX,0.14,horizontal,PINV|R180|PNAND3|MX|0.14|horizontal
PINV,R180,PNAND3,MY,0.0,horizontal,PINV|R180|PNAND3|MY|0.0|horizontal
PINV,R180,PNAND3,MY,0.0025,horizontal,PINV|R180|PNAND3|MY|0.0025|horizontal
PINV,R180,PNAND3,MY,0.07,horizontal,PINV|R180|PNAND3|MY|0.07|horizontal
PINV,R180,PNAND3,MY,0.14,horizontal,PINV|R180|PNAND3|MY|0.14|horizontal
PINV,R180,PNAND3,R0,0.0,horizontal,PINV|R180|PNAND3|R0|0.0|horizontal
PINV,R180,PNAND3,R0,0.0025,horizontal,PINV|R180|PNAND3|R0|0.0025|horizontal
PINV,R180,PNAND3,R0,0.07,horizontal,PINV|R180|PNAND3|R0|0.07|horizontal
PINV,R180,PNAND3,R0,0.14,horizontal,PINV|R180|PNAND3|R0|0.14|horizontal
PINV,R180,PNAND3,R180,0.0,horizontal,PINV|R180|PNAND3|R180|0.0|horizontal
PINV,R180,PNAND3,R180,0.0025,horizontal,PINV|R180|PNAND3|R180|0.0025|horizontal
PINV,R180,PNAND3,R180,0.07,horizontal,PINV|R180|PNAND3|R180|0.07|horizontal
PINV,R180,PNAND3,R180,0.14,horizontal,PINV|R180|PNAND3|R180|0.14|horizontal
PINV,R180,WORDLINEDRIVER,MX,0.0,horizontal,PINV|R180|WORDLINEDRIVER|MX|0.0|horizontal
PINV,R180,WORDLINEDRIVER,MX,0.0025,horizontal,PINV|R180|WORDLINEDRIVER|MX|0.0025|horizontal
PINV,R180,WORDLINEDRIVER,MX,0.07,horizontal,PINV|R180|WORDLINEDRIVER|MX|0.07|horizontal
PINV,R180,WORDLINEDRIVER,MX,0.14,horizontal,PINV|R180|WORDLINEDRIVER|MX|0.14|horizontal
PINV,R180,WORDLINEDRIVER,MY,0.0,horizontal,PINV|R180|WORDLINEDRIVER|MY|0.0|horizontal
PINV,R180,WORDLINEDRIVER,MY,0.0025,horizontal,PINV|R180|WORDLINEDRIVER|MY|0.0025|horizontal
PINV,R180,WORDLINEDRIVER,MY,0.07,horizontal,PINV|R180|WORDLINEDRIVER|MY|0.07|horizontal
PINV,R180,WORDLINEDRIVER,MY,0.14,horizontal,PINV|R180|WORDLINEDRIVER|MY|0.14|horizontal
PINV,R180,WORDLINEDRIVER,R0,0.0,horizontal,PINV|R180|WORDLINEDRIVER|R0|0.0|horizontal
PINV,R180,WORDLINEDRIVER,R0,0.0025,horizontal,PINV|R180|WORDLINEDRIVER|R0|0.0025|horizontal
PINV,R180,WORDLINEDRIVER,R0,0.07,horizontal,PINV|R180|WORDLINEDRIVER|R0|0.07|horizontal
PINV,R180,WORDLINEDRIVER,R0,0.14,horizontal,PINV|R180|WORDLINEDRIVER|R0|0.14|horizontal
PINV,R180,WORDLINEDRIVER,R180,0.0,horizontal,PINV|R180|WORDLINEDRIVER|R180|0.0|horizontal
PINV,R180,WORDLINEDRIVER,R180,0.0025,horizontal,PINV|R180|WORDLINEDRIVER|R180|0.0025|horizontal
PINV,R180,WORDLINEDRIVER,R180,0.07,horizontal,PINV|R180|WORDLINEDRIVER|R180|0.07|horizontal
PINV,R180,WORDLINEDRIVER,R180,0.14,horizontal,PINV|R180|WORDLINEDRIVER|R180|0.14|horizontal
PNAND2,MX,AND2,MX,0.0,horizontal,PNAND2|MX|AND2|MX|0.0|horizontal
PNAND2,MX,AND2,MX,0.0025,horizontal,PNAND2|MX|AND2|MX|0.0025|horizontal
PNAND2,MX,AND2,MX,0.07,horizontal,PNAND2|MX|AND2|MX|0.07|horizontal
PNAND2,MX,AND2,MX,0.14,horizontal,PNAND2|MX|AND2|MX|0.14|horizontal
PNAND2,MX,AND2,MY,0.0,horizontal,PNAND2|MX|AND2|MY|0.0|horizontal
PNAND2,MX,AND2,MY,0.0025,horizontal,PNAND2|MX|AND2|MY|0.0025|horizontal
PNAND2,MX,AND2,MY,0.07,horizontal,PNAND2|MX|AND2|MY|0.07|horizontal
PNAND2,MX,AND2,MY,0.14,horizontal,PNAND2|MX|AND2|MY|0.14|horizontal
PNAND2,MX,AND2,R0,0.0,horizontal,PNAND2|MX|AND2|R0|0.0|horizontal
PNAND2,MX,AND2,R0,0.0025,horizontal,PNAND2|MX|AND2|R0|0.0025|horizontal
PNAND2,MX,AND2,R0,0.07,horizontal,PNAND2|MX|AND2|R0|0.07|horizontal
PNAND2,MX,AND2,R0,0.14,horizontal,PNAND2|MX|AND2|R0|0.14|horizontal
PNAND2,MX,AND2,R180,0.0,horizontal,PNAND2|MX|AND2|R180|0.0|horizontal
PNAND2,MX,AND2,R180,0.0025,horizontal,PNAND2|MX|AND2|R180|0.0025|horizontal
PNAND2,MX,AND2,R180,0.07,horizontal,PNAND2|MX|AND2|R180|0.07|horizontal
PNAND2,MX,AND2,R180,0.14,horizontal,PNAND2|MX|AND2|R180|0.14|horizontal
PNAND2,MX,AND3,MX,0.0,horizontal,PNAND2|MX|AND3|MX|0.0|horizontal
PNAND2,MX,AND3,MX,0.0025,horizontal,PNAND2|MX|AND3|MX|0.0025|horizontal
PNAND2,MX,AND3,MX,0.07,horizontal,PNAND2|MX|AND3|MX|0.07|horizontal
PNAND2,MX,AND3,MX,0.14,horizontal,PNAND2|MX|AND3|MX|0.14|horizontal
PNAND2,MX,AND3,MY,0.0,horizontal,PNAND2|MX|AND3|MY|0.0|horizontal
PNAND2,MX,AND3,MY,0.0025,horizontal,PNAND2|MX|AND3|MY|0.0025|horizontal
PNAND2,MX,AND3,MY,0.07,horizontal,PNAND2|MX|AND3|MY|0.07|horizontal
PNAND2,MX,AND3,MY,0.14,horizontal,PNAND2|MX|AND3|MY|0.14|horizontal
PNAND2,MX,AND3,R0,0.0,horizontal,PNAND2|MX|AND3|R0|0.0|horizontal
PNAND2,MX,AND3,R0,0.0025,horizontal,PNAND2|MX|AND3|R0|0.0025|horizontal
PNAND2,MX,AND3,R0,0.07,horizontal,PNAND2|MX|AND3|R0|0.07|horizontal
PNAND2,MX,AND3,R0,0.14,horizontal,PNAND2|MX|AND3|R0|0.14|horizontal
PNAND2,MX,AND3,R180,0.0,horizontal,PNAND2|MX|AND3|R180|0.0|horizontal
PNAND2,MX,AND3,R180,0.0025,horizontal,PNAND2|MX|AND3|R180|0.0025|horizontal
PNAND2,MX,AND3,R180,0.07,horizontal,PNAND2|MX|AND3|R180|0.07|horizontal
PNAND2,MX,AND3,R180,0.14,horizontal,PNAND2|MX|AND3|R180|0.14|horizontal
PNAND2,MX,PINV,MX,0.0,horizontal,PNAND2|MX|PINV|MX|0.0|horizontal
PNAND2,MX,PINV,MX,0.0025,horizontal,PNAND2|MX|PINV|MX|0.0025|horizontal
PNAND2,MX,PINV,MX,0.07,horizontal,PNAND2|MX|PINV|MX|0.07|horizontal
PNAND2,MX,PINV,MX,0.14,horizontal,PNAND2|MX|PINV|MX|0.14|horizontal
PNAND2,MX,PINV,MY,0.0,horizontal,PNAND2|MX|PINV|MY|0.0|horizontal
PNAND2,MX,PINV,MY,0.0025,horizontal,PNAND2|MX|PINV|MY|0.0025|horizontal
PNAND2,MX,PINV,MY,0.07,horizontal,PNAND2|MX|PINV|MY|0.07|horizontal
PNAND2,MX,PINV,MY,0.14,horizontal,PNAND2|MX|PINV|MY|0.14|horizontal
PNAND2,MX,PINV,R0,0.0,horizontal,PNAND2|MX|PINV|R0|0.0|horizontal
PNAND2,MX,PINV,R0,0.0025,horizontal,PNAND2|MX|PINV|R0|0.0025|horizontal
PNAND2,MX,PINV,R0,0.07,horizontal,PNAND2|MX|PINV|R0|0.07|horizontal
PNAND2,MX,PINV,R0,0.14,horizontal,PNAND2|MX|PINV|R0|0.14|horizontal
PNAND2,MX,PINV,R180,0.0,horizontal,PNAND2|MX|PINV|R180|0.0|horizontal
PNAND2,MX,PINV,R180,0.0025,horizontal,PNAND2|MX|PINV|R180|0.0025|horizontal
PNAND2,MX,PINV,R180,0.07,horizontal,PNAND2|MX|PINV|R180|0.07|horizontal
PNAND2,MX,PINV,R180,0.14,horizontal,PNAND2|MX|PINV|R180|0.14|horizontal
PNAND2,MX,PNAND2,MX,0.0,horizontal,PNAND2|MX|PNAND2|MX|0.0|horizontal
PNAND2,MX,PNAND2,MX,0.0025,horizontal,PNAND2|MX|PNAND2|MX|0.0025|horizontal
PNAND2,MX,PNAND2,MX,0.07,horizontal,PNAND2|MX|PNAND2|MX|0.07|horizontal
PNAND2,MX,PNAND2,MX,0.14,horizontal,PNAND2|MX|PNAND2|MX|0.14|horizontal
PNAND2,MX,PNAND2,MY,0.0,horizontal,PNAND2|MX|PNAND2|MY|0.0|horizontal
PNAND2,MX,PNAND2,MY,0.0025,horizontal,PNAND2|MX|PNAND2|MY|0.0025|horizontal
PNAND2,MX,PNAND2,MY,0.07,horizontal,PNAND2|MX|PNAND2|MY|0.07|horizontal
PNAND2,MX,PNAND2,MY,0.14,horizontal,PNAND2|MX|PNAND2|MY|0.14|horizontal
PNAND2,MX,PNAND2,R0,0.0,horizontal,PNAND2|MX|PNAND2|R0|0.0|horizontal
PNAND2,MX,PNAND2,R0,0.0025,horizontal,PNAND2|MX|PNAND2|R0|0.0025|horizontal
PNAND2,MX,PNAND2,R0,0.07,horizontal,PNAND2|MX|PNAND2|R0|0.07|horizontal
PNAND2,MX,PNAND2,R0,0.14,horizontal,PNAND2|MX|PNAND2|R0|0.14|horizontal
PNAND2,MX,PNAND2,R180,0.0,horizontal,PNAND2|MX|PNAND2|R180|0.0|horizontal
PNAND2,MX,PNAND2,R180,0.0025,horizontal,PNAND2|MX|PNAND2|R180|0.0025|horizontal
PNAND2,MX,PNAND2,R180,0.07,horizontal,PNAND2|MX|PNAND2|R180|0.07|horizontal
PNAND2,MX,PNAND2,R180,0.14,horizontal,PNAND2|MX|PNAND2|R180|0.14|horizontal
PNAND2,MX,PNAND3,MX,0.0,horizontal,PNAND2|MX|PNAND3|MX|0.0|horizontal
PNAND2,MX,PNAND3,MX,0.0025,horizontal,PNAND2|MX|PNAND3|MX|0.0025|horizontal
PNAND2,MX,PNAND3,MX,0.07,horizontal,PNAND2|MX|PNAND3|MX|0.07|horizontal
PNAND2,MX,PNAND3,MX,0.14,horizontal,PNAND2|MX|PNAND3|MX|0.14|horizontal
PNAND2,MX,PNAND3,MY,0.0,horizontal,PNAND2|MX|PNAND3|MY|0.0|horizontal
PNAND2,MX,PNAND3,MY,0.0025,horizontal,PNAND2|MX|PNAND3|MY|0.0025|horizontal
PNAND2,MX,PNAND3,MY,0.07,horizontal,PNAND2|MX|PNAND3|MY|0.07|horizontal
PNAND2,MX,PNAND3,MY,0.14,horizontal,PNAND2|MX|PNAND3|MY|0.14|horizontal
PNAND2,MX,PNAND3,R0,0.0,horizontal,PNAND2|MX|PNAND3|R0|0.0|horizontal
PNAND2,MX,PNAND3,R0,0.0025,horizontal,PNAND2|MX|PNAND3|R0|0.0025|horizontal
PNAND2,MX,PNAND3,R0,0.07,horizontal,PNAND2|MX|PNAND3|R0|0.07|horizontal
PNAND2,MX,PNAND3,R0,0.14,horizontal,PNAND2|MX|PNAND3|R0|0.14|horizontal
PNAND2,MX,PNAND3,R180,0.0,horizontal,PNAND2|MX|PNAND3|R180|0.0|horizontal
PNAND2,MX,PNAND3,R180,0.0025,horizontal,PNAND2|MX|PNAND3|R180|0.0025|horizontal
PNAND2,MX,PNAND3,R180,0.07,horizontal,PNAND2|MX|PNAND3|R180|0.07|horizontal
PNAND2,MX,PNAND3,R180,0.14,horizontal,PNAND2|MX|PNAND3|R180|0.14|horizontal
PNAND2,MX,WORDLINEDRIVER,MX,0.0,horizontal,PNAND2|MX|WORDLINEDRIVER|MX|0.0|horizontal
PNAND2,MX,WORDLINEDRIVER,MX,0.0025,horizontal,PNAND2|MX|WORDLINEDRIVER|MX|0.0025|horizontal
PNAND2,MX,WORDLINEDRIVER,MX,0.07,horizontal,PNAND2|MX|WORDLINEDRIVER|MX|0.07|horizontal
PNAND2,MX,WORDLINEDRIVER,MX,0.14,horizontal,PNAND2|MX|WORDLINEDRIVER|MX|0.14|horizontal
PNAND2,MX,WORDLINEDRIVER,MY,0.0,horizontal,PNAND2|MX|WORDLINEDRIVER|MY|0.0|horizontal
PNAND2,MX,WORDLINEDRIVER,MY,0.0025,horizontal,PNAND2|MX|WORDLINEDRIVER|MY|0.0025|horizontal
PNAND2,MX,WORDLINEDRIVER,MY,0.07,horizontal,PNAND2|MX|WORDLINEDRIVER|MY|0.07|horizontal
PNAND2,MX,WORDLINEDRIVER,MY,0.14,horizontal,PNAND2|MX|WORDLINEDRIVER|MY|0.14|horizontal
PNAND2,MX,WORDLINEDRIVER,R0,0.0,horizontal,PNAND2|MX|WORDLINEDRIVER|R0|0.0|horizontal
PNAND2,MX,WORDLINEDRIVER,R0,0.0025,horizontal,PNAND2|MX|WORDLINEDRIVER|R0|0.0025|horizontal
PNAND2,MX,WORDLINEDRIVER,R0,0.07,horizontal,PNAND2|MX|WORDLINEDRIVER|R0|0.07|horizontal
PNAND2,MX,WORDLINEDRIVER,R0,0.14,horizontal,PNAND2|MX|WORDLINEDRIVER|R0|0.14|horizontal
PNAND2,MX,WORDLINEDRIVER,R180,0.0,horizontal,PNAND2|MX|WORDLINEDRIVER|R180|0.0|horizontal
PNAND2,MX,WORDLINEDRIVER,R180,0.0025,horizontal,PNAND2|MX|WORDLINEDRIVER|R180|0.0025|horizontal
PNAND2,MX,WORDLINEDRIVER,R180,0.07,horizontal,PNAND2|MX|WORDLINEDRIVER|R180|0.07|horizontal
PNAND2,MX,WORDLINEDRIVER,R180,0.14,horizontal,PNAND2|MX|WORDLINEDRIVER|R180|0.14|horizontal
PNAND2,MY,AND2,MX,0.0,horizontal,PNAND2|MY|AND2|MX|0.0|horizontal
PNAND2,MY,AND2,MX,0.0025,horizontal,PNAND2|MY|AND2|MX|0.0025|horizontal
PNAND2,MY,AND2,MX,0.07,horizontal,PNAND2|MY|AND2|MX|0.07|horizontal
PNAND2,MY,AND2,MX,0.14,horizontal,PNAND2|MY|AND2|MX|0.14|horizontal
PNAND2,MY,AND2,MY,0.0,horizontal,PNAND2|MY|AND2|MY|0.0|horizontal
PNAND2,MY,AND2,MY,0.0025,horizontal,PNAND2|MY|AND2|MY|0.0025|horizontal
PNAND2,MY,AND2,MY,0.07,horizontal,PNAND2|MY|AND2|MY|0.07|horizontal
PNAND2,MY,AND2,MY,0.14,horizontal,PNAND2|MY|AND2|MY|0.14|horizontal
PNAND2,MY,AND2,R0,0.0,horizontal,PNAND2|MY|AND2|R0|0.0|horizontal
PNAND2,MY,AND2,R0,0.0025,horizontal,PNAND2|MY|AND2|R0|0.0025|horizontal
PNAND2,MY,AND2,R0,0.07,horizontal,PNAND2|MY|AND2|R0|0.07|horizontal
PNAND2,MY,AND2,R0,0.14,horizontal,PNAND2|MY|AND2|R0|0.14|horizontal
PNAND2,MY,AND2,R180,0.0,horizontal,PNAND2|MY|AND2|R180|0.0|horizontal
PNAND2,MY,AND2,R180,0.0025,horizontal,PNAND2|MY|AND2|R180|0.0025|horizontal
PNAND2,MY,AND2,R180,0.07,horizontal,PNAND2|MY|AND2|R180|0.07|horizontal
PNAND2,MY,AND2,R180,0.14,horizontal,PNAND2|MY|AND2|R180|0.14|horizontal
PNAND2,MY,AND3,MX,0.0,horizontal,PNAND2|MY|AND3|MX|0.0|horizontal
PNAND2,MY,AND3,MX,0.0025,horizontal,PNAND2|MY|AND3|MX|0.0025|horizontal
PNAND2,MY,AND3,MX,0.07,horizontal,PNAND2|MY|AND3|MX|0.07|horizontal
PNAND2,MY,AND3,MX,0.14,horizontal,PNAND2|MY|AND3|MX|0.14|horizontal
PNAND2,MY,AND3,MY,0.0,horizontal,PNAND2|MY|AND3|MY|0.0|horizontal
PNAND2,MY,AND3,MY,0.0025,horizontal,PNAND2|MY|AND3|MY|0.0025|horizontal
PNAND2,MY,AND3,MY,0.07,horizontal,PNAND2|MY|AND3|MY|0.07|horizontal
PNAND2,MY,AND3,MY,0.14,horizontal,PNAND2|MY|AND3|MY|0.14|horizontal
PNAND2,MY,AND3,R0,0.0,horizontal,PNAND2|MY|AND3|R0|0.0|horizontal
PNAND2,MY,AND3,R0,0.0025,horizontal,PNAND2|MY|AND3|R0|0.0025|horizontal
PNAND2,MY,AND3,R0,0.07,horizontal,PNAND2|MY|AND3|R0|0.07|horizontal
PNAND2,MY,AND3,R0,0.14,horizontal,PNAND2|MY|AND3|R0|0.14|horizontal
PNAND2,MY,AND3,R180,0.0,horizontal,PNAND2|MY|AND3|R180|0.0|horizontal
PNAND2,MY,AND3,R180,0.0025,horizontal,PNAND2|MY|AND3|R180|0.0025|horizontal
PNAND2,MY,AND3,R180,0.07,horizontal,PNAND2|MY|AND3|R180|0.07|horizontal
PNAND2,MY,AND3,R180,0.14,horizontal,PNAND2|MY|AND3|R180|0.14|horizontal
PNAND2,MY,PINV,MX,0.0,horizontal,PNAND2|MY|PINV|MX|0.0|horizontal
PNAND2,MY,PINV,MX,0.0025,horizontal,PNAND2|MY|PINV|MX|0.0025|horizontal
PNAND2,MY,PINV,MX,0.07,horizontal,PNAND2|MY|PINV|MX|0.07|horizontal
PNAND2,MY,PINV,MX,0.14,horizontal,PNAND2|MY|PINV|MX|0.14|horizontal
PNAND2,MY,PINV,MY,0.0,horizontal,PNAND2|MY|PINV|MY|0.0|horizontal
PNAND2,MY,PINV,MY,0.0025,horizontal,PNAND2|MY|PINV|MY|0.0025|horizontal
PNAND2,MY,PINV,MY,0.07,horizontal,PNAND2|MY|PINV|MY|0.07|horizontal
PNAND2,MY,PINV,MY,0.14,horizontal,PNAND2|MY|PINV|MY|0.14|horizontal
PNAND2,MY,PINV,R0,0.0,horizontal,PNAND2|MY|PINV|R0|0.0|horizontal
PNAND2,MY,PINV,R0,0.0025,horizontal,PNAND2|MY|PINV|R0|0.0025|horizontal
PNAND2,MY,PINV,R0,0.07,horizontal,PNAND2|MY|PINV|R0|0.07|horizontal
PNAND2,MY,PINV,R0,0.14,horizontal,PNAND2|MY|PINV|R0|0.14|horizontal
PNAND2,MY,PINV,R180,0.0,horizontal,PNAND2|MY|PINV|R180|0.0|horizontal
PNAND2,MY,PINV,R180,0.0025,horizontal,PNAND2|MY|PINV|R180|0.0025|horizontal
PNAND2,MY,PINV,R180,0.07,horizontal,PNAND2|MY|PINV|R180|0.07|horizontal
PNAND2,MY,PINV,R180,0.14,horizontal,PNAND2|MY|PINV|R180|0.14|horizontal
PNAND2,MY,PNAND2,MX,0.0,horizontal,PNAND2|MY|PNAND2|MX|0.0|horizontal
PNAND2,MY,PNAND2,MX,0.0025,horizontal,PNAND2|MY|PNAND2|MX|0.0025|horizontal
PNAND2,MY,PNAND2,MX,0.07,horizontal,PNAND2|MY|PNAND2|MX|0.07|horizontal
PNAND2,MY,PNAND2,MX,0.14,horizontal,PNAND2|MY|PNAND2|MX|0.14|horizontal
PNAND2,MY,PNAND2,MY,0.0,horizontal,PNAND2|MY|PNAND2|MY|0.0|horizontal
PNAND2,MY,PNAND2,MY,0.0025,horizontal,PNAND2|MY|PNAND2|MY|0.0025|horizontal
PNAND2,MY,PNAND2,MY,0.07,horizontal,PNAND2|MY|PNAND2|MY|0.07|horizontal
PNAND2,MY,PNAND2,MY,0.14,horizontal,PNAND2|MY|PNAND2|MY|0.14|horizontal
PNAND2,MY,PNAND2,R0,0.0,horizontal,PNAND2|MY|PNAND2|R0|0.0|horizontal
PNAND2,MY,PNAND2,R0,0.0025,horizontal,PNAND2|MY|PNAND2|R0|0.0025|horizontal
PNAND2,MY,PNAND2,R0,0.07,horizontal,PNAND2|MY|PNAND2|R0|0.07|horizontal
PNAND2,MY,PNAND2,R0,0.14,horizontal,PNAND2|MY|PNAND2|R0|0.14|horizontal
PNAND2,MY,PNAND2,R180,0.0,horizontal,PNAND2|MY|PNAND2|R180|0.0|horizontal
PNAND2,MY,PNAND2,R180,0.0025,horizontal,PNAND2|MY|PNAND2|R180|0.0025|horizontal
PNAND2,MY,PNAND2,R180,0.07,horizontal,PNAND2|MY|PNAND2|R180|0.07|horizontal
PNAND2,MY,PNAND2,R180,0.14,horizontal,PNAND2|MY|PNAND2|R180|0.14|horizontal
PNAND2,MY,PNAND3,MX,0.0,horizontal,PNAND2|MY|PNAND3|MX|0.0|horizontal
PNAND2,MY,PNAND3,MX,0.0025,horizontal,PNAND2|MY|PNAND3|MX|0.0025|horizontal
PNAND2,MY,PNAND3,MX,0.07,horizontal,PNAND2|MY|PNAND3|MX|0.07|horizontal
PNAND2,MY,PNAND3,MX,0.14,horizontal,PNAND2|MY|PNAND3|MX|0.14|horizontal
PNAND2,MY,PNAND3,MY,0.0,horizontal,PNAND2|MY|PNAND3|MY|0.0|horizontal
PNAND2,MY,PNAND3,MY,0.0025,horizontal,PNAND2|MY|PNAND3|MY|0.0025|horizontal
PNAND2,MY,PNAND3,MY,0.07,horizontal,PNAND2|MY|PNAND3|MY|0.07|horizontal
PNAND2,MY,PNAND3,MY,0.14,horizontal,PNAND2|MY|PNAND3|MY|0.14|horizontal
PNAND2,MY,PNAND3,R0,0.0,horizontal,PNAND2|MY|PNAND3|R0|0.0|horizontal
PNAND2,MY,PNAND3,R0,0.0025,horizontal,PNAND2|MY|PNAND3|R0|0.0025|horizontal
PNAND2,MY,PNAND3,R0,0.07,horizontal,PNAND2|MY|PNAND3|R0|0.07|horizontal
PNAND2,MY,PNAND3,R0,0.14,horizontal,PNAND2|MY|PNAND3|R0|0.14|horizontal
PNAND2,MY,PNAND3,R180,0.0,horizontal,PNAND2|MY|PNAND3|R180|0.0|horizontal
PNAND2,MY,PNAND3,R180,0.0025,horizontal,PNAND2|MY|PNAND3|R180|0.0025|horizontal
PNAND2,MY,PNAND3,R180,0.07,horizontal,PNAND2|MY|PNAND3|R180|0.07|horizontal
PNAND2,MY,PNAND3,R180,0.14,horizontal,PNAND2|MY|PNAND3|R180|0.14|horizontal
PNAND2,MY,WORDLINEDRIVER,MX,0.0,horizontal,PNAND2|MY|WORDLINEDRIVER|MX|0.0|horizontal
PNAND2,MY,WORDLINEDRIVER,MX,0.0025,horizontal,PNAND2|MY|WORDLINEDRIVER|MX|0.0025|horizontal
PNAND2,MY,WORDLINEDRIVER,MX,0.07,horizontal,PNAND2|MY|WORDLINEDRIVER|MX|0.07|horizontal
PNAND2,MY,WORDLINEDRIVER,MX,0.14,horizontal,PNAND2|MY|WORDLINEDRIVER|MX|0.14|horizontal
PNAND2,MY,WORDLINEDRIVER,MY,0.0,horizontal,PNAND2|MY|WORDLINEDRIVER|MY|0.0|horizontal
PNAND2,MY,WORDLINEDRIVER,MY,0.0025,horizontal,PNAND2|MY|WORDLINEDRIVER|MY|0.0025|horizontal
PNAND2,MY,WORDLINEDRIVER,MY,0.07,horizontal,PNAND2|MY|WORDLINEDRIVER|MY|0.07|horizontal
PNAND2,MY,WORDLINEDRIVER,MY,0.14,horizontal,PNAND2|MY|WORDLINEDRIVER|MY|0.14|horizontal
PNAND2,MY,WORDLINEDRIVER,R0,0.0,horizontal,PNAND2|MY|WORDLINEDRIVER|R0|0.0|horizontal
PNAND2,MY,WORDLINEDRIVER,R0,0.0025,horizontal,PNAND2|MY|WORDLINEDRIVER|R0|0.0025|horizontal
PNAND2,MY,WORDLINEDRIVER,R0,0.07,horizontal,PNAND2|MY|WORDLINEDRIVER|R0|0.07|horizontal
PNAND2,MY,WORDLINEDRIVER,R0,0.14,horizontal,PNAND2|MY|WORDLINEDRIVER|R0|0.14|horizontal
PNAND2,MY,WORDLINEDRIVER,R180,0.0,horizontal,PNAND2|MY|WORDLINEDRIVER|R180|0.0|horizontal
PNAND2,MY,WORDLINEDRIVER,R180,0.0025,horizontal,PNAND2|MY|WORDLINEDRIVER|R180|0.0025|horizontal
PNAND2,MY,WORDLINEDRIVER,R180,0.07,horizontal,PNAND2|MY|WORDLINEDRIVER|R180|0.07|horizontal
PNAND2,MY,WORDLINEDRIVER,R180,0.14,horizontal,PNAND2|MY|WORDLINEDRIVER|R180|0.14|horizontal
PNAND2,R0,AND2,MX,0.0,horizontal,PNAND2|R0|AND2|MX|0.0|horizontal
PNAND2,R0,AND2,MX,0.0025,horizontal,PNAND2|R0|AND2|MX|0.0025|horizontal
PNAND2,R0,AND2,MX,0.07,horizontal,PNAND2|R0|AND2|MX|0.07|horizontal
PNAND2,R0,AND2,MX,0.14,horizontal,PNAND2|R0|AND2|MX|0.14|horizontal
PNAND2,R0,AND2,MY,0.0,horizontal,PNAND2|R0|AND2|MY|0.0|horizontal
PNAND2,R0,AND2,MY,0.0025,horizontal,PNAND2|R0|AND2|MY|0.0025|horizontal
PNAND2,R0,AND2,MY,0.07,horizontal,PNAND2|R0|AND2|MY|0.07|horizontal
PNAND2,R0,AND2,MY,0.14,horizontal,PNAND2|R0|AND2|MY|0.14|horizontal
PNAND2,R0,AND2,R0,0.0,horizontal,PNAND2|R0|AND2|R0|0.0|horizontal
PNAND2,R0,AND2,R0,0.0025,horizontal,PNAND2|R0|AND2|R0|0.0025|horizontal
PNAND2,R0,AND2,R0,0.07,horizontal,PNAND2|R0|AND2|R0|0.07|horizontal
PNAND2,R0,AND2,R0,0.14,horizontal,PNAND2|R0|AND2|R0|0.14|horizontal
PNAND2,R0,AND2,R180,0.0,horizontal,PNAND2|R0|AND2|R180|0.0|horizontal
PNAND2,R0,AND2,R180,0.0025,horizontal,PNAND2|R0|AND2|R180|0.0025|horizontal
PNAND2,R0,AND2,R180,0.07,horizontal,PNAND2|R0|AND2|R180|0.07|horizontal
PNAND2,R0,AND2,R180,0.14,horizontal,PNAND2|R0|AND2|R180|0.14|horizontal
PNAND2,R0,AND3,MX,0.0,horizontal,PNAND2|R0|AND3|MX|0.0|horizontal
PNAND2,R0,AND3,MX,0.0025,horizontal,PNAND2|R0|AND3|MX|0.0025|horizontal
